Lb_MASS
5504.751464843956
5557.187011718757
5346.189941406163
5410.45019531246
5495.5898437499945
5507.078124999985
5465.319824219065
5235.967285155791
5105.524414062537
5454.9809570311845
5590.653808593602
5332.61669921904
5428.13281249987
5680.259277343775
5344.890625000024
5182.641113281228
5492.694335937647
5535.224609375042
5585.949218750089
5937.820312499882
5705.9423828125155
5243.351562500662
5880.764648437453
5963.922851562599
5337.982421875009
5337.116699218957
5099.104492187019
5781.77246093751
5427.488281250351
5376.66259765626
5875.9262695312955
5655.133789062689
5581.377929687511
5369.473632812008
6269.992675781093
5335.409667968771
6372.009765625023
5195.487304687648
5218.161132812231
5612.806152343665
6003.196289062245
5734.015136718951
5724.069824218609
5478.598632812446
5168.587402344066
5783.659179687368
6112.328125
5362.780273437371
5670.770996094133
5604.998046874947
5500.963867187534
5370.051269531159
5493.391113280981
5648.348144531249
5536.996093749971
5513.773925780936
5666.468261718885
5629.299316406197
5655.4936523437
5656.764648437508
5538.3642578126255
5091.070312499952
5449.479492187503
5362.588867187498
5665.375976562383
5540.272460937488
6126.72998046935
6138.961425781311
5511.236328125117
5343.216308593766
5526.055175781202
5521.681640625155
5830.074707031849
5330.6269531253
5158.084960937517
5389.920410156587
5574.31250000045
5466.52246093744
5298.837402343817
5557.173339843782
5706.123535156284
5540.716796874984
5615.749999999984
5410.923339843689
5367.598632812479
5439.108886718726
5636.8823242188355
5618.330566406287
5562.093749999988
5583.761718750014
5624.558593749905
5425.696289062386
5408.843750000202
5488.829101562657
5290.4985351559335
5508.461425781197
5408.87646484363
5190.427734374894
6128.639648437301
5526.866699218729
5022.42578124963
5121.6982421874845
5510.357910156264
5612.723632812481
5511.414550781135
5477.826660156339
5602.042968749918
5621.54980468752
5544.983886718474
5598.0131835939865
5196.155273437512
5608.790527343837
5416.63134765609
5922.49560546875
5747.358398437285
5441.300292968666
5852.363769531404
5559.785644531299
5222.574707031353
6000.563476562517
5274.806152343917
5457.836914062267
5400.820312499985
5358.108398437334
5560.550292969063
5654.668457030758
5388.023925781235
5740.869140625158
5674.317871093749
5515.917968750441
5515.500488281574
5526.632324218938
5110.639160156206
5511.4052734376
5576.636230468691
5585.462402343737
5467.676269531242
5085.991699218768
5277.6621093754975
5674.793945312583
5553.070800781354
5422.0937499996135
5349.279785156613
5518.255859376017
5278.221191405685
5628.394531249994
5601.439941405976
5149.172851562431
5256.156249999955
5625.18750000026
5591.433105468611
5464.156250000304
5319.737792969098
5543.477050781284
5358.625976562636
5103.380371093735
5807.578125000013
5327.874511718773
5591.306640624769
5347.285644531213
5247.2534179687045
5185.6977539061245
5898.952148437391
5542.7880859376355
5232.885742187615
5567.476074218503
5722.781250000145
5214.383789062713
5319.216796875177
5161.251953125142
5293.689453124967
5351.596679687264
5316.2050781247835
5578.778808593708
5526.288085937738
5412.485839843202
5593.7504882809035
5382.551757812515
5086.34082030974
5571.717773437556
5530.691894531112
5130.28564453125
5557.614257812105
5243.228515625154
5951.7124023437
5612.769531249852
5611.4340820311845
5364.978027343883
6356.052246093908
5334.031249999937
5677.6889648437145
5353.499511718776
5404.64892578133
5178.378906250115
5635.062500000222
5517.997070312413
5559.18652343754
5317.144531249682
5474.499023437496
5566.720214843763
5415.064453124788
5855.270996093481
5705.133300781271
5856.644531249951
5774.816894531121
5288.687011718656
5625.5810546875955
6083.990722656113
5352.226074218664
5584.2250976569
5379.68066406253
5119.368652343726
5352.694824218767
5077.389160156332
5025.687500000062
5474.314941406257
5575.697265625171
5305.523925781023
5187.991210937491
5603.749511718644
5457.998535156242
5464.606445312414
5578.205566406247
5558.5
5168.885253908546
5615.4614257812045
5223.249511718544
5646.289550781354
5762.713378906149
5592.819824218852
6150.856445312456
5168.842773437592
5168.301757812347
5110.71533203147
5291.039550781331
5436.463867187519
5518.851562500014
5042.327148437458
5774.3256835936145
5618.750488281233
5280.788085937543
5619.135253906132
5298.908691406237
6243.329589843819
6360.441406250127
5112.15185546853
5405.042968750119
5266.920898437467
5541.668945312444
5525.642089843451
5296.591308593736
5039.0097656250555
5576.619628906351
5707.1791992187855
5273.056640625192
5629.726074218801
5556.288085937532
5726.2373046874745
5373.770507812535
5567.613769531679
5128.564453125081
6046.378906249932
5525.073730468743
5651.358886718788
5971.2275390623445
5492.914062499815
5763.116210937579
5676.866210937551
5673.217773437498
5820.564453124833
5575.161132812526
5203.556152343667
5140.53515625032
5417.526367186967
5428.9560546872835
5381.491210937479
5673.1494140619225
5632.9384765626355
5865.902343749913
5579.58984374998
5504.928710937724
5525.994628906183
5749.351562499048
6135.676269531231
5122.480957030917
5737.551269531226
5610.4970703126955
6031.029785156279
5552.059570312594
5598.044433593747
5926.62744140623
5523.3549804688055
6189.834472656275
5114.280273437368
5465.484863281197
5428.753906249929
6352.242675781557
5252.106933593853
5604.942871093817
5518.013183593667
5618.612792968838
5371.227050781228
5575.802734375241
5684.668945312953
5892.105957031302
5735.89160156244
5257.574707031018
5541.222167968651
5459.636718749601
5608.061523437549
5511.084960937511
5301.346679687051
5543.436523437506
5556.3281250001
5832.6274414063155
5561.208496093747
5852.679199218783
5495.942871093798
5160.9487304691975
5337.217773437347
5588.2187500001055
5092.301757812476
5430.932128906228
5143.0385742186245
5791.119628906279
5301.124511719077
5573.349121094242
5809.573242188184
5746.975097656344
5639.16894531237
5584.3334960937045
5461.658691405937
5453.0200195312555
5501.26171874998
5157.325195312629
5591.809082031359
5737.698730468779
5171.058593750314
5566.31445312512
5327.283203124952
5517.245117187504
5175.300292968674
5086.509277343673
5590.952148437543
5343.889648437651
5233.307617187668
5390.18164062429
5096.88134765632
5306.377441406228
